2.7,-70.12,-10.1,18.19,-2.36,0
2.75,-68.87,-11.04,17.63,-2.55,0
2.8,-67.74,-12.1,17.25,-2.86,0
2.85,-66.62,-13.41,16.94,-3.23,0
2.9,-65.55,-14.66,16.56,-3.55,0
2.95,-64.24,-15.66,16.06,-3.73,0
3,-63.24,-16.79,15.38,-3.86,0
3.05,-62.18,-17.91,14.75,-3.92,0
3.1,-60.93,-18.91,14.06,-3.92,0
3.15,-59.8,-19.79,13.38,-3.98,0
3.2,-58.43,-20.72,12.75,-4.11,0
3.25,-57.3,-21.97,12.06,-4.3,0
3.3,-56.3,-23.35,11.38,-4.3,0
3.35,-55.3,-24.35,10.31,-4.3,0
3.4,-54.24,-25.16,9.25,-4.36,0
3.45,-53.3,-26.04,8.25,-4.23,0
3.5,-52.3,-26.66,7.31,-4.3,0
3.55,-51.18,-27.41,6.38,-4.42,0
3.6,-50.3,-28.04,5.31,-4.61,0
3.65,-49.49,-28.6,4.13,-4.8,0
3.69,-48.62,-29.22,2.88,-4.86,0
3.74,-47.87,-29.6,1.63,-4.98,0
3.79,-47.18,-29.97,0.25,-4.98,0
3.84,-46.49,-30.35,-1,-4.98,0
3.89,-45.8,-30.6,-2.25,-4.98,0
3.92,-45.24,-30.72,-3.19,-5.11,0
3.95,-45.05,-30.91,-3.87,-4.92,0
3.99,-44.43,-31.1,-4.94,-5.05,0
4.02,-44.05,-31.22,-5.62,-5.05,0
4.05,-43.68,-31.47,-6.25,-5.05,0
4.08,-43.37,-31.6,-7,-5.11,0
4.11,-42.99,-31.66,-7.94,-5.05,0
4.14,-42.68,-31.85,-8.31,-5.11,0
4.17,-42.3,-31.91,-9.37,-5.17,0
4.2,-42.18,-32.1,-9.81,-5.05,0
4.23,-41.8,-32.22,-10.75,-5.11,0
4.26,-41.55,-32.22,-11.5,-5.17,0
4.29,-41.43,-32.35,-12,-5.11,0
4.32,-41.05,-32.41,-13,-5.17,0
4.35,-40.87,-32.47,-13.69,-5.05,0
4.38,-40.55,-32.41,-14.37,-5.11,0
4.41,-40.24,-32.29,-15.06,-4.98,0
4.44,-39.99,-32.29,-15.75,-4.92,0
4.47,-39.68,-32.16,-16.44,-4.86,0
4.5,-39.43,-32.16,-17.06,-4.86,0
4.53,-39.24,-32.35,-17.62,-4.73,0
4.56,-39.05,-32.54,-18.25,-4.67,0
4.59,-38.8,-32.6,-18.81,-4.67,0
4.62,-38.68,-32.72,-19.31,-4.61,0
4.65,-38.49,-32.72,-19.81,-4.61,0
4.68,-38.3,-32.72,-20.25,-4.55,0
4.71,-38.18,-32.66,-20.81,-4.48,0
4.75,-37.99,-32.47,-21.31,-4.17,0
4.78,-37.8,-32.22,-21.94,-4.11,0
4.81,-37.68,-31.97,-22.44,-4.05,0
4.84,-37.62,-31.97,-22.69,-3.98,0
4.87,-37.62,-31.91,-22.94,-3.86,0
4.91,-37.49,-31.6,-23.25,-3.86,0
4.94,-37.43,-31.41,-23.44,-3.86,0
4.97,-37.43,-31.41,-23.5,-3.86,0
5.01,-37.43,-31.35,-23.69,-3.8,0
5.04,-37.49,-31.22,-23.62,-3.8,0
5.07,-37.49,-31.22,-23.69,-3.73,0
5.11,-37.49,-31.04,-23.62,-3.73,0
5.14,-37.55,-30.91,-23.56,-3.67,0
5.17,-37.55,-30.97,-23.44,-3.73,0
5.22,-37.68,-30.97,-23.31,-3.67,0
5.27,-37.8,-30.85,-23.12,-3.73,0
5.32,-37.87,-30.79,-23.12,-3.67,0
5.37,-37.93,-30.85,-23.06,-3.67,0
5.42,-37.93,-30.85,-23.06,-3.67,0
5.47,-37.87,-30.85,-23.06,-3.73,0
5.52,-37.93,-30.85,-23.19,-3.67,0
5.57,-37.87,-30.85,-23.31,-3.67,0
5.63,-37.87,-30.85,-23.31,-3.61,0
5.68,-37.87,-30.66,-23.37,-3.61,0
5.73,-37.93,-30.79,-23.37,-3.55,0
5.78,-37.93,-30.54,-23.31,-3.61,0
5.87,-37.99,-30.35,-23.37,-3.42,0
5.93,-37.99,-30.1,-23.37,-3.42,1
5.99,-37.99,-29.97,-23.37,-3.3,1
6.08,-37.93,-29.85,-23.37,-3.05,1
6.13,-37.8,-29.85,-23.5,-2.48,1
6.18,-37.74,-29.85,-23.44,-2.11,1
6.23,-37.68,-29.72,-23.44,-1.73,1
6.28,-37.68,-30.04,-23.37,-1.67,1
6.33,-37.68,-29.97,-23.44,-1.67,1
6.38,-37.74,-30.04,-23.44,-1.61,1
6.43,-37.74,-29.97,-23.44,-1.61,1
6.48,-37.8,-29.97,-23.44,-1.55,1
6.53,-37.87,-29.97,-23.44,-1.55,1
6.58,-37.87,-29.97,-23.44,-1.61,1
6.63,-37.93,-29.97,-23.37,-1.61,1
6.69,-37.93,-29.91,-23.37,-1.61,1
6.73,-37.99,-29.91,-23.31,-1.61,1
6.79,-38.05,-29.97,-23.31,-1.61,1
6.85,-38.12,-30.16,-23.31,-1.55,1
6.88,-38.12,-30.16,-23.37,-1.61,1
6.93,-38.05,-30.04,-23.37,-1.67,1
6.99,-38.12,-30.16,-23.37,-1.55,1
7.03,-37.99,-30.1,-23.25,-1.67,1
7.08,-37.99,-30.04,-23.25,-1.67,1
7.13,-37.93,-30.04,-23.25,-1.67,1
7.18,-37.8,-29.91,-23.31,-1.73,1
7.23,-37.8,-29.85,-23.31,-1.73,1
7.29,-37.8,-29.72,-23.31,-1.67,1
7.33,-37.68,-29.47,-23.25,-1.73,1
7.38,-37.62,-29.16,-23.12,-1.67,1
7.44,-37.55,-28.97,-22.75,-1.8,1
7.53,-37.37,-28.97,-21.75,-1.98,1
7.59,-37.24,-28.79,-20.87,-2.11,1
7.64,-37.43,-28.66,-19.69,-2.11,1
7.69,-37.68,-28.66,-18.44,-2.36,1
7.74,-38.12,-28.72,-17.25,-2.55,1
7.78,-38.74,-28.79,-16.06,-2.67,1
7.81,-39.24,-28.72,-15.12,-2.73,1
7.88,-40.05,-28.72,-13.62,-2.92,1
7.94,-40.62,-28.1,-12.56,-2.98,1
7.99,-41.68,-27.79,-10.44,-2.98,1
8.04,-42.74,-27.91,-8.81,-3.05,1
8.09,-43.93,-27.72,-7.06,-3.05,1
8.14,-45.12,-27.47,-5.31,-3.05,1
8.19,-46.49,-27.16,-3.56,-3.05,1
8.24,-47.87,-27.04,-1.75,-3.11,1
8.29,-49.37,-26.79,0,-3.17,1
8.34,-50.87,-26.54,1.69,-3.11,1
8.39,-52.49,-25.79,3.44,-3.17,1
8.44,-54.24,-25.35,5.31,-3.23,1
8.49,-55.99,-24.47,7.31,-3.05,1
8.54,-57.68,-23.1,8.94,-3.23,1
8.59,-59.43,-22.16,10.63,-3.3,1
8.64,-61.3,-21.16,12.63,-3.23,1
8.69,-63.24,-19.91,14.25,-3.11,1
8.74,-65.05,-18.66,15.5,-3.17,1
8.79,-66.93,-17.41,16.5,-3.05,1
8.84,-68.93,-16.6,18,-2.8,1
8.89,-70.74,-15.22,18.75,-2.36,1
8.94,-72.68,-13.29,18.94,-1.98,1
8.99,-74.43,-12.04,19,-1.55,1
9.04,-76.18,-10.97,19.19,-1.11,1
9.09,-77.8,-9.79,18.94,-0.86,1
9.14,-79.37,-8.97,18.69,-0.61,1
9.19,-80.62,-8.72,18.25,-0.67,1
9.24,-81.99,-8.47,17.88,-0.55,1
9.29,-83.18,-7.97,16.88,-0.42,1
9.34,-84.3,-7.6,16,-0.3,1
9.39,-85.3,-7.6,15.5,-0.42,1
9.44,-86.3,-7.47,14.81,-0.48,1
9.49,-87.37,-7.04,13.25,-0.55,1
9.54,-88.18,-6.72,12.31,-0.61,1
9.59,-89.05,-6.47,11.06,-0.67,1
9.64,-89.93,-6.29,10.69,-0.73,1
9.7,-90.99,-5.91,9.38,-0.67,1
9.79,-91.93,-5.72,8.13,-0.61,1
9.89,-92.87,-5.6,7.25,-0.55,1
9.99,-93.55,-5.35,5.75,-0.17,1
10.09,-93.87,-5.29,4.94,-0.05,1
10.19,-94.18,-4.91,4.5,-0.05,1
10.29,-94.55,-4.79,4.38,-0.17,1
10.39,-94.8,-4.79,4.31,0.02,1
10.49,-94.62,-4.72,4.31,0.08,1
10.59,-94.43,-4.85,4.31,0.08,1
10.64,-94.37,-4.85,4.31,-0.05,1
10.71,-94.43,-4.97,4.44,-0.05,1
10.79,-94.37,-5.04,4.25,-0.17,0
10.84,-94.43,-5.04,4.19,-0.17,0
10.89,-94.49,-5.04,4.19,-0.23,0
10.94,-94.43,-4.97,4.31,-0.23,0
10.99,-94.49,-5.04,4.19,-0.05,0
11.04,-94.43,-5.1,4.31,0.2,0
11.09,-94.49,-5.16,4.31,0.58,0
11.14,-94.43,-5.16,4.13,0.64,0
11.19,-94.43,-5.16,4.38,0.77,0
11.24,-94.43,-5.16,4.25,0.64,0
11.29,-94.43,-5.16,4.5,0.7,0
11.34,-94.43,-5.16,4.38,0.64,0
11.43,-94.43,-5.16,4.44,0.64,0
11.49,-94.49,-5.29,4.44,0.64,0
11.54,-94.49,-5.35,4.25,0.58,0
11.59,-94.49,-5.35,4.38,0.64,0
11.64,-94.55,-5.41,4.38,0.58,0
11.69,-94.49,-5.47,4.38,0.52,0
11.74,-94.49,-5.85,4.31,0.52,0
11.79,-94.68,-6.29,4.69,0.64,0
11.84,-94.68,-6.47,4.88,0.77,0
11.89,-94.49,-6.41,4.81,0.83,0
11.95,-94.18,-6.29,4.5,1.02,0
11.99,-93.93,-6.1,4.06,1.08,0
12.04,-93.93,-6.16,4.13,1.2,0
12.09,-93.74,-6.16,3.88,1.2,0
12.14,-93.74,-6.22,3.75,1.33,0
12.2,-93.62,-6.35,3.25,1.39,0
12.24,-93.49,-6.41,2.63,1.58,0
12.29,-93.37,-6.35,2.88,1.77,0
12.34,-93.3,-6.04,2.44,2.02,0
12.39,-93.05,-5.91,1.81,2.14,0
12.44,-93.05,-5.72,1.63,2.2,0
12.5,-93.05,-5.6,1.5,2.2,0
12.54,-93.12,-5.41,1.44,2.2,0
12.59,-93.18,-5.22,1.25,2.2,0
12.64,-93.24,-5.04,1.19,2.27,0
12.69,-93.18,-5.1,1.25,2.33,0
12.74,-93.05,-4.97,1.44,2.39,0
12.77,-92.87,-5.04,1.31,2.33,0
